subset,model,algorithm,fpr,tpr
maj_rep-pro_defendant,0,my_rf,0.05314533622559653,0.3659036556200888
maj_rep-pro_defendant,0,my_rf,0.05422993492407809,0.371711650153741
maj_rep-pro_defendant,0,my_rf,0.056941431670282,0.37649470447557226
maj_rep-pro_defendant,0,my_rf,0.0596529284164859,0.3812777587974035
maj_rep-pro_defendant,0,my_rf,0.06073752711496746,0.3864024598565084
maj_rep-pro_defendant,0,my_rf,0.061279826464208244,0.3911855141783396
maj_rep-pro_defendant,0,my_rf,0.06399132321041215,0.39562692176289715
maj_rep-pro_defendant,0,my_rf,0.06670281995661605,0.3987017423983601
maj_rep-pro_defendant,0,my_rf,0.06724511930585683,0.40348479672019133
maj_rep-pro_defendant,0,my_rf,0.06995661605206074,0.40690126409292793
maj_rep-pro_defendant,0,my_rf,0.07158351409978309,0.4120259651520328
maj_rep-pro_defendant,0,my_rf,0.07266811279826464,0.41715066621113767
maj_rep-pro_defendant,0,my_rf,0.07483731019522777,0.4202254868466006
maj_rep-pro_defendant,0,my_rf,0.07537960954446854,0.4226170140075162
maj_rep-pro_defendant,0,my_rf,0.07754880694143167,0.4263751281175265
maj_rep-pro_defendant,0,my_rf,0.07917570498915401,0.4311581824393577
maj_rep-pro_defendant,0,my_rf,0.08134490238611713,0.43423300307482066
maj_rep-pro_defendant,0,my_rf,0.08188720173535792,0.4386744106593782
maj_rep-pro_defendant,0,my_rf,0.0824295010845987,0.44311581824393576
maj_rep-pro_defendant,0,my_rf,0.08351409978308026,0.4496071062521353
maj_rep-pro_defendant,0,my_rf,0.0851409978308026,0.45404851383669287
maj_rep-pro_defendant,0,my_rf,0.08676789587852494,0.4605398018448924
maj_rep-pro_defendant,0,my_rf,0.0878524945770065,0.46293132900580797
maj_rep-pro_defendant,0,my_rf,0.08893709327548807,0.46737273659036555
maj_rep-pro_defendant,0,my_rf,0.09056399132321041,0.47078920396310214
maj_rep-pro_defendant,0,my_rf,0.09273318872017354,0.47318073112401776
maj_rep-pro_defendant,0,my_rf,0.0938177874186551,0.47898872565767
maj_rep-pro_defendant,0,my_rf,0.09544468546637744,0.48274683976768024
maj_rep-pro_defendant,0,my_rf,0.09761388286334056,0.48616330714041683
maj_rep-pro_defendant,0,my_rf,0.0992407809110629,0.49060471472497436
maj_rep-pro_defendant,0,my_rf,0.09978308026030369,0.49504612230953193
maj_rep-pro_defendant,0,my_rf,0.10086767895878525,0.49982917663136317
maj_rep-pro_defendant,0,my_rf,0.10140997830802603,0.5056371711650154
maj_rep-pro_defendant,0,my_rf,0.1019522776572668,0.509053638537752
maj_rep-pro_defendant,0,my_rf,0.10412147505422993,0.5121284591732149
maj_rep-pro_defendant,0,my_rf,0.10629067245119306,0.5158865732832252
maj_rep-pro_defendant,0,my_rf,0.1079175704989154,0.5186197471814145
maj_rep-pro_defendant,0,my_rf,0.11062906724511931,0.5223778612914247
maj_rep-pro_defendant,0,my_rf,0.11279826464208242,0.5261359754014349
maj_rep-pro_defendant,0,my_rf,0.11279826464208242,0.5295524427741715
maj_rep-pro_defendant,0,my_rf,0.11442516268980477,0.53501879057055
maj_rep-pro_defendant,0,my_rf,0.11442516268980477,0.5394601981551076
maj_rep-pro_defendant,0,my_rf,0.11659436008676789,0.5456098394260335
maj_rep-pro_defendant,0,my_rf,0.11713665943600868,0.5497096002733174
maj_rep-pro_defendant,0,my_rf,0.11713665943600868,0.5538093611206013
maj_rep-pro_defendant,0,my_rf,0.11713665943600868,0.5575674752306116
maj_rep-pro_defendant,0,my_rf,0.11767895878524946,0.5603006491288008
maj_rep-pro_defendant,0,my_rf,0.11876355748373102,0.5640587632388111
maj_rep-pro_defendant,0,my_rf,0.12147505422993492,0.5695251110351897
maj_rep-pro_defendant,0,my_rf,0.12364425162689804,0.5725999316706526
maj_rep-pro_defendant,0,my_rf,0.12472885032537961,0.5784079262043047
maj_rep-pro_defendant,0,my_rf,0.12744034707158353,0.5859241544243252
maj_rep-pro_defendant,0,my_rf,0.12852494577006507,0.5883156815852408
maj_rep-pro_defendant,0,my_rf,0.13232104121475055,0.5924154424325248
maj_rep-pro_defendant,0,my_rf,0.13449023861171366,0.5978817902289033
maj_rep-pro_defendant,0,my_rf,0.136117136659436,0.6016399043389136
maj_rep-pro_defendant,0,my_rf,0.13774403470715835,0.6047147249743765
maj_rep-pro_defendant,0,my_rf,0.1393709327548807,0.6084728390843868
maj_rep-pro_defendant,0,my_rf,0.14099783080260303,0.614280833618039
maj_rep-pro_defendant,0,my_rf,0.14316702819956617,0.6166723607789546
maj_rep-pro_defendant,0,my_rf,0.1447939262472885,0.6197471814144175
maj_rep-pro_defendant,0,my_rf,0.14696312364425163,0.6235052955244278
maj_rep-pro_defendant,0,my_rf,0.14967462039045554,0.626238469422617
maj_rep-pro_defendant,0,my_rf,0.15238611713665945,0.6293132900580799
maj_rep-pro_defendant,0,my_rf,0.153470715835141,0.6337546976426375
maj_rep-pro_defendant,0,my_rf,0.15726681127982647,0.6378544584899214
maj_rep-pro_defendant,0,my_rf,0.15997830802603036,0.6416125725999317
maj_rep-pro_defendant,0,my_rf,0.1616052060737527,0.6457123334472156
maj_rep-pro_defendant,0,my_rf,0.1621475054229935,0.6487871540826785
maj_rep-pro_defendant,0,my_rf,0.1643167028199566,0.6515203279808678
maj_rep-pro_defendant,0,my_rf,0.16648590021691975,0.6559617355654254
maj_rep-pro_defendant,0,my_rf,0.17136659436008678,0.65732832251452
maj_rep-pro_defendant,0,my_rf,0.17245119305856832,0.6617697300990776
maj_rep-pro_defendant,0,my_rf,0.17299349240780912,0.6658694909463615
maj_rep-pro_defendant,0,my_rf,0.175704989154013,0.6692859583190981
maj_rep-pro_defendant,0,my_rf,0.17733188720173534,0.6727024256918347
maj_rep-pro_defendant,0,my_rf,0.18004338394793926,0.6768021865391185
maj_rep-pro_defendant,0,my_rf,0.1822125813449024,0.6802186539118551
maj_rep-pro_defendant,0,my_rf,0.18275488069414317,0.683293474547318
maj_rep-pro_defendant,0,my_rf,0.18383947939262474,0.6870515886573283
maj_rep-pro_defendant,0,my_rf,0.18492407809110628,0.6911513495046122
maj_rep-pro_defendant,0,my_rf,0.18655097613882862,0.6955927570891698
maj_rep-pro_defendant,0,my_rf,0.1898047722342733,0.6983259309873591
maj_rep-pro_defendant,0,my_rf,0.19088937093275488,0.7010591048855483
maj_rep-pro_defendant,0,my_rf,0.1936008676789588,0.7027673385719166
maj_rep-pro_defendant,0,my_rf,0.19468546637744036,0.7078920396310215
maj_rep-pro_defendant,0,my_rf,0.19685466377440347,0.7099419200546635
maj_rep-pro_defendant,0,my_rf,0.19685466377440347,0.7140416809019474
maj_rep-pro_defendant,0,my_rf,0.19793926247288504,0.7177997950119577
maj_rep-pro_defendant,0,my_rf,0.20010845986984815,0.7212162623846943
maj_rep-pro_defendant,0,my_rf,0.20336225596529284,0.7236077895456099
maj_rep-pro_defendant,0,my_rf,0.2077006507592191,0.7290741373419883
maj_rep-pro_defendant,0,my_rf,0.2098698481561822,0.731465664502904
maj_rep-pro_defendant,0,my_rf,0.21258134490238612,0.7341988384010932
maj_rep-pro_defendant,0,my_rf,0.2131236442516269,0.7382985992483772
maj_rep-pro_defendant,0,my_rf,0.21637744034707157,0.7423983600956611
maj_rep-pro_defendant,0,my_rf,0.2185466377440347,0.7461564742056713
maj_rep-pro_defendant,0,my_rf,0.21963123644251628,0.7468397676802186
maj_rep-pro_defendant,0,my_rf,0.22234273318872017,0.7492312948411343
maj_rep-pro_defendant,0,my_rf,0.22505422993492408,0.7536727024256918
maj_rep-pro_defendant,0,my_rf,0.2272234273318872,0.7564058763238811
maj_rep-pro_defendant,0,my_rf,0.2299349240780911,0.7598223436966177
maj_rep-pro_defendant,0,my_rf,0.23481561822125813,0.7622138708575333
maj_rep-pro_defendant,0,my_rf,0.2380694143167028,0.7652886914929963
maj_rep-pro_defendant,0,my_rf,0.24023861171366595,0.7673385719166382
maj_rep-pro_defendant,0,my_rf,0.24349240780911063,0.7693884523402802
maj_rep-pro_defendant,0,my_rf,0.24891540130151843,0.7717799795011958
maj_rep-pro_defendant,0,my_rf,0.24945770065075923,0.7772463272975743
maj_rep-pro_defendant,0,my_rf,0.25216919739696314,0.7803211479330372
maj_rep-pro_defendant,0,my_rf,0.2532537960954447,0.7861291424666894
maj_rep-pro_defendant,0,my_rf,0.2543383947939262,0.7898872565766997
maj_rep-pro_defendant,0,my_rf,0.2559652928416486,0.7929620772121626
maj_rep-pro_defendant,0,my_rf,0.2575921908893709,0.7950119576358046
maj_rep-pro_defendant,0,my_rf,0.2613882863340564,0.7960368978476255
maj_rep-pro_defendant,0,my_rf,0.26301518438177873,0.8001366586949095
maj_rep-pro_defendant,0,my_rf,0.2662689804772234,0.8032114793303724
maj_rep-pro_defendant,0,my_rf,0.26843817787418656,0.8069695934403827
maj_rep-pro_defendant,0,my_rf,0.27169197396963124,0.808677827126751
maj_rep-pro_defendant,0,my_rf,0.2754880694143167,0.8114110010249402
maj_rep-pro_defendant,0,my_rf,0.27711496746203906,0.8148274683976768
maj_rep-pro_defendant,0,my_rf,0.2809110629067245,0.8182439357704134
maj_rep-pro_defendant,0,my_rf,0.2841648590021692,0.8199521694567817
maj_rep-pro_defendant,0,my_rf,0.28633405639913234,0.822685343354971
maj_rep-pro_defendant,0,my_rf,0.2890455531453362,0.8250768705158865
maj_rep-pro_defendant,0,my_rf,0.29067245119305857,0.8264434574649812
maj_rep-pro_defendant,0,my_rf,0.2933839479392625,0.8291766313631704
maj_rep-pro_defendant,0,my_rf,0.29718004338394793,0.8312265117868124
maj_rep-pro_defendant,0,my_rf,0.2988069414316703,0.83566791937137
maj_rep-pro_defendant,0,my_rf,0.302060737527115,0.8384010932695592
maj_rep-pro_defendant,0,my_rf,0.3047722342733189,0.8414759139050222
maj_rep-pro_defendant,0,my_rf,0.30748373101952275,0.8452340280150324
maj_rep-pro_defendant,0,my_rf,0.31019522776572667,0.8479672019132217
maj_rep-pro_defendant,0,my_rf,0.31182212581344904,0.8500170823368637
maj_rep-pro_defendant,0,my_rf,0.31670281995661603,0.851725316023232
maj_rep-pro_defendant,0,my_rf,0.3199566160520607,0.8537751964468739
maj_rep-pro_defendant,0,my_rf,0.324295010845987,0.8575333105568842
maj_rep-pro_defendant,0,my_rf,0.329175704989154,0.8599248377177998
maj_rep-pro_defendant,0,my_rf,0.3318872017353579,0.8612914246668945
maj_rep-pro_defendant,0,my_rf,0.33568329718004336,0.8636829518278101
maj_rep-pro_defendant,0,my_rf,0.3378524945770065,0.864707892039631
maj_rep-pro_defendant,0,my_rf,0.34164859002169196,0.8670994192005467
maj_rep-pro_defendant,0,my_rf,0.346529284164859,0.8681243594123677
maj_rep-pro_defendant,0,my_rf,0.3524945770065076,0.8708575333105569
maj_rep-pro_defendant,0,my_rf,0.35629067245119306,0.8739323539460199
maj_rep-pro_defendant,0,my_rf,0.3579175704989154,0.8773488213187564
maj_rep-pro_defendant,0,my_rf,0.3600867678958785,0.8790570550051247
maj_rep-pro_defendant,0,my_rf,0.36225596529284165,0.8814485821660403
maj_rep-pro_defendant,0,my_rf,0.3644251626898048,0.8834984625896822
maj_rep-pro_defendant,0,my_rf,0.3703904555314534,0.8858899897505979
maj_rep-pro_defendant,0,my_rf,0.3747288503253796,0.8875982234369661
maj_rep-pro_defendant,0,my_rf,0.3752711496746204,0.8882815169115135
maj_rep-pro_defendant,0,my_rf,0.3779826464208243,0.8923812777587974
maj_rep-pro_defendant,0,my_rf,0.381236442516269,0.8944311581824393
maj_rep-pro_defendant,0,my_rf,0.38286334056399135,0.895797745131534
maj_rep-pro_defendant,0,my_rf,0.38611713665943603,0.8988725657669969
maj_rep-pro_defendant,0,my_rf,0.3893709327548807,0.9012640929279125
maj_rep-pro_defendant,0,my_rf,0.3942516268980477,0.9029723266142808
maj_rep-pro_defendant,0,my_rf,0.39967462039045554,0.9046805603006491
maj_rep-pro_defendant,0,my_rf,0.403470715835141,0.9053638537751965
maj_rep-pro_defendant,0,my_rf,0.4061822125813449,0.9074137341988384
maj_rep-pro_defendant,0,my_rf,0.4094360086767896,0.9091219678852067
maj_rep-pro_defendant,0,my_rf,0.41052060737527113,0.9104885548343014
maj_rep-pro_defendant,0,my_rf,0.41323210412147504,0.9132217287324906
maj_rep-pro_defendant,0,my_rf,0.4181127982646421,0.9145883156815853
maj_rep-pro_defendant,0,my_rf,0.4229934924078091,0.9166381961052272
maj_rep-pro_defendant,0,my_rf,0.4267895878524946,0.9186880765288692
maj_rep-pro_defendant,0,my_rf,0.4284164859002169,0.9207379569525111
maj_rep-pro_defendant,0,my_rf,0.43275488069414314,0.9234711308507004
maj_rep-pro_defendant,0,my_rf,0.4370932754880694,0.9251793645370686
maj_rep-pro_defendant,0,my_rf,0.43980477223427333,0.9265459514861633
maj_rep-pro_defendant,0,my_rf,0.44143167028199565,0.9292791253843525
maj_rep-pro_defendant,0,my_rf,0.44414316702819956,0.9316706525452682
maj_rep-pro_defendant,0,my_rf,0.44685466377440347,0.9326955927570891
maj_rep-pro_defendant,0,my_rf,0.4490238611713666,0.9344038264434574
maj_rep-pro_defendant,0,my_rf,0.4522776572668113,0.9357704133925521
maj_rep-pro_defendant,0,my_rf,0.4549891540130152,0.9374786470789204
maj_rep-pro_defendant,0,my_rf,0.4582429501084599,0.9391868807652887
maj_rep-pro_defendant,0,my_rf,0.4631236442516269,0.939870174239836
maj_rep-pro_defendant,0,my_rf,0.46691973969631234,0.9415784079262043
maj_rep-pro_defendant,0,my_rf,0.47071583514099785,0.9429449948752989
maj_rep-pro_defendant,0,my_rf,0.47396963123644253,0.9443115818243936
maj_rep-pro_defendant,0,my_rf,0.47830802603036876,0.9449948752989409
maj_rep-pro_defendant,0,my_rf,0.482646420824295,0.9470447557225828
maj_rep-pro_defendant,0,my_rf,0.48698481561822127,0.9484113426716775
maj_rep-pro_defendant,0,my_rf,0.4907809110629067,0.9501195763580458
maj_rep-pro_defendant,0,my_rf,0.4967462039045553,0.9518278100444141
maj_rep-pro_defendant,0,my_rf,0.49891540130151846,0.9525111035189614
maj_rep-pro_defendant,0,my_rf,0.5032537960954447,0.953877690468056
maj_rep-pro_defendant,0,my_rf,0.5065075921908894,0.954902630679877
maj_rep-pro_defendant,0,my_rf,0.5086767895878525,0.955927570891698
maj_rep-pro_defendant,0,my_rf,0.5108459869848156,0.9576358045780663
maj_rep-pro_defendant,0,my_rf,0.5135574837310195,0.9590023915271609
maj_rep-pro_defendant,0,my_rf,0.5178958785249458,0.9607106252135292
maj_rep-pro_defendant,0,my_rf,0.5222342733188721,0.9610522719508029
maj_rep-pro_defendant,0,my_rf,0.5238611713665944,0.9620772121626239
maj_rep-pro_defendant,0,my_rf,0.527114967462039,0.9637854458489922
maj_rep-pro_defendant,0,my_rf,0.5309110629067245,0.9651520327980868
maj_rep-pro_defendant,0,my_rf,0.5336225596529284,0.9672019132217288
maj_rep-pro_defendant,0,my_rf,0.5374186550976139,0.9675435599590024
maj_rep-pro_defendant,0,my_rf,0.5406724511930586,0.9678852066962761
maj_rep-pro_defendant,0,my_rf,0.5439262472885033,0.9685685001708234
maj_rep-pro_defendant,0,my_rf,0.547180043383948,0.9685685001708234
maj_rep-pro_defendant,0,my_rf,0.5482646420824295,0.9695934403826444
maj_rep-pro_defendant,0,my_rf,0.5504338394793926,0.9706183805944654
maj_rep-pro_defendant,0,my_rf,0.5536876355748374,0.9713016740690127
maj_rep-pro_defendant,0,my_rf,0.5591106290672451,0.9716433208062863
maj_rep-pro_defendant,0,my_rf,0.5629067245119306,0.973009907755381
maj_rep-pro_defendant,0,my_rf,0.5656182212581344,0.9736932012299283
maj_rep-pro_defendant,0,my_rf,0.5699566160520607,0.9743764947044756
maj_rep-pro_defendant,0,my_rf,0.5726681127982647,0.9750597881790228
maj_rep-pro_defendant,0,my_rf,0.5759219088937093,0.9757430816535702
maj_rep-pro_defendant,0,my_rf,0.5786334056399133,0.9760847283908438
maj_rep-pro_defendant,0,my_rf,0.5835140997830802,0.9764263751281175
maj_rep-pro_defendant,0,my_rf,0.5851409978308026,0.9764263751281175
maj_rep-pro_defendant,0,my_rf,0.591648590021692,0.9777929620772121
maj_rep-pro_defendant,0,my_rf,0.5921908893709328,0.9781346088144858
maj_rep-pro_defendant,0,my_rf,0.5954446854663774,0.9788179022890331
maj_rep-pro_defendant,0,my_rf,0.5986984815618221,0.9795011957635804
maj_rep-pro_defendant,0,my_rf,0.6008676789587852,0.981892722924496
maj_rep-pro_defendant,0,my_rf,0.6019522776572668,0.9822343696617697
maj_rep-pro_defendant,0,my_rf,0.6046637744034707,0.9825760163990434
maj_rep-pro_defendant,0,my_rf,0.6117136659436009,0.9832593098735907
maj_rep-pro_defendant,0,my_rf,0.6149674620390455,0.9836009566108643
maj_rep-pro_defendant,0,my_rf,0.6209327548806941,0.9846258968226853
maj_rep-pro_defendant,0,my_rf,0.6247288503253796,0.9856508370345063
maj_rep-pro_defendant,0,my_rf,0.631236442516269,0.9856508370345063
maj_rep-pro_defendant,0,my_rf,0.6339479392624728,0.9863341305090536
maj_rep-pro_defendant,0,my_rf,0.6366594360086768,0.9866757772463273
maj_rep-pro_defendant,0,my_rf,0.6431670281995662,0.9870174239836009
maj_rep-pro_defendant,0,my_rf,0.6491323210412148,0.9880423641954219
maj_rep-pro_defendant,0,my_rf,0.6518438177874186,0.9880423641954219
maj_rep-pro_defendant,0,my_rf,0.6550976138828634,0.9883840109326956
maj_rep-pro_defendant,0,my_rf,0.658351409978308,0.9883840109326956
maj_rep-pro_defendant,0,my_rf,0.6621475054229935,0.9883840109326956
maj_rep-pro_defendant,0,my_rf,0.6675704989154013,0.9883840109326956
maj_rep-pro_defendant,0,my_rf,0.6719088937093276,0.9887256576699692
maj_rep-pro_defendant,0,my_rf,0.675704989154013,0.9894089511445165
maj_rep-pro_defendant,0,my_rf,0.6800433839479393,0.9900922446190639
maj_rep-pro_defendant,0,my_rf,0.6827548806941431,0.9907755380936112
maj_rep-pro_defendant,0,my_rf,0.6854663774403471,0.9911171848308848
maj_rep-pro_defendant,0,my_rf,0.6870932754880694,0.9918004783054322
maj_rep-pro_defendant,0,my_rf,0.6892624728850325,0.9918004783054322
maj_rep-pro_defendant,0,my_rf,0.6925162689804772,0.9918004783054322
maj_rep-pro_defendant,0,my_rf,0.6952277657266811,0.9924837717799795
maj_rep-pro_defendant,0,my_rf,0.6995661605206074,0.9928254185172531
maj_rep-pro_defendant,0,my_rf,0.705531453362256,0.9935087119918005
maj_rep-pro_defendant,0,my_rf,0.710412147505423,0.9938503587290741
maj_rep-pro_defendant,0,my_rf,0.7147505422993492,0.9941920054663478
maj_rep-pro_defendant,0,my_rf,0.7196312364425163,0.9945336522036214
maj_rep-pro_defendant,0,my_rf,0.7239696312364425,0.9948752989408951
maj_rep-pro_defendant,0,my_rf,0.7266811279826464,0.9955585924154424
maj_rep-pro_defendant,0,my_rf,0.7272234273318872,0.9962418858899897
maj_rep-pro_defendant,0,my_rf,0.7315618221258134,0.9962418858899897
maj_rep-pro_defendant,0,my_rf,0.7359002169197397,0.9969251793645371
maj_rep-pro_defendant,0,my_rf,0.7396963123644251,0.997950119576358
maj_rep-pro_defendant,0,my_rf,0.7413232104121475,0.9982917663136317
maj_rep-pro_defendant,0,my_rf,0.7440347071583514,0.9986334130509054
maj_rep-pro_defendant,0,my_rf,0.7456616052060737,0.9986334130509054
maj_rep-pro_defendant,0,my_rf,0.7510845986984815,0.9986334130509054
maj_rep-pro_defendant,0,my_rf,0.754880694143167,0.998975059788179
maj_rep-pro_defendant,0,my_rf,0.7597613882863341,0.998975059788179
maj_rep-pro_defendant,0,my_rf,0.7657266811279827,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7711496746203904,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7760303687635575,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7803687635574837,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7852494577006508,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7874186550976139,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7917570498915402,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.7960954446854663,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.8004338394793926,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.8031453362255966,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.8080260303687635,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.8123644251626898,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.8172451193058569,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.81941431670282,0.9993167065254527
maj_rep-pro_defendant,0,my_rf,0.821583514099783,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.824295010845987,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8280911062906724,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8324295010845987,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8373101952277657,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8411062906724512,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8443600867678959,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8476138828633406,0.9996583532627263
maj_rep-pro_defendant,0,my_rf,0.8503253796095445,0.9996583532627263
