model,algorithm,fpr,tpr
bench,my_rf,0.30393749299876777,0.5840672538030425
bench,my_rf,0.3093144393413241,0.5913588013267757
bench,my_rf,0.312338971659012,0.5946185519844447
bench,my_rf,0.31544751876330235,0.5980784627702161
bench,my_rf,0.3182480116500504,0.6019958824202218
bench,my_rf,0.3209924946790635,0.6043978039574517
bench,my_rf,0.3248571748627758,0.6085439780395745
bench,my_rf,0.32804973675366866,0.6120896717373899
bench,my_rf,0.3317463873641761,0.6163216287315567
bench,my_rf,0.33365072252716477,0.6186663616607572
bench,my_rf,0.33561106754788844,0.6214400091501773
bench,my_rf,0.3405679399574325,0.6274162186892371
bench,my_rf,0.34577685672678393,0.6330207022761066
bench,my_rf,0.3502016354878459,0.6378531396545808
bench,my_rf,0.351433852358015,0.6389969118151664
bench,my_rf,0.3540663156715582,0.641970719432689
bench,my_rf,0.35658675926963146,0.6455736017385337
bench,my_rf,0.35846308950375266,0.648089900491822
bench,my_rf,0.36157163660804303,0.6524362347020474
bench,my_rf,0.3641760949927187,0.6550955049754089
bench,my_rf,0.3648202083566708,0.6559247397918335
bench,my_rf,0.3662484597289123,0.6580979068969461
bench,my_rf,0.3678727456032262,0.6596705936177514
bench,my_rf,0.3692729920466002,0.6611003088184834
bench,my_rf,0.3703651842724319,0.6621582980670251
bench,my_rf,0.37336171166125237,0.6653322658126501
bench,my_rf,0.3771423770583623,0.6685348278622898
bench,my_rf,0.38282737761846086,0.6735960196728812
bench,my_rf,0.3875602105970651,0.6781139197071944
bench,my_rf,0.38924050632911394,0.6796008235159556
bench,my_rf,0.39702587655427357,0.6866636166075718
bench,my_rf,0.40038646801837124,0.6905238476495482
bench,my_rf,0.4074997199507113,0.6979297723893401
bench,my_rf,0.41402486837683433,0.7031625300240192
bench,my_rf,0.4237425786938501,0.7120267642685577
bench,my_rf,0.4345244763078302,0.7208624042090815
bench,my_rf,0.43878122549568727,0.7246368523390141
bench,my_rf,0.4455584182816176,0.7310705707423081
bench,my_rf,0.4512994286994511,0.7363891112890312
bench,my_rf,0.4581046264142489,0.742451103740135
bench,my_rf,0.4598689369329002,0.7438522246368523
bench,my_rf,0.4670662036518427,0.751429715200732
bench,my_rf,0.4747395541615324,0.7598364405810363
bench,my_rf,0.47961241178447406,0.7642971520073202
bench,my_rf,0.48969418617676713,0.775677685005147
bench,my_rf,0.49381091072028677,0.7801383964314309
bench,my_rf,0.49619132967402263,0.7815109230241336
bench,my_rf,0.4988237929875658,0.784656296465744
bench,my_rf,0.5017363055897838,0.7871725952190324
bench,my_rf,0.5038086703259774,0.7884593388996912
bench,my_rf,0.5068051977147978,0.7917190895573601
bench,my_rf,0.5093536462417385,0.7933775591902094
bench,my_rf,0.512350173630559,0.7957222921194098
bench,my_rf,0.5143385235801501,0.7974951389683175
bench,my_rf,0.5169989918225608,0.7990106370810934
bench,my_rf,0.5189593368432844,0.8012123984902207
bench,my_rf,0.5208076621485381,0.8024991421708796
bench,my_rf,0.5236361599641537,0.8045007434519044
bench,my_rf,0.5273048056457936,0.8071600137252659
bench,my_rf,0.5285370225159628,0.8080750314537344
bench,my_rf,0.5325417273440125,0.8119924511037402
bench,my_rf,0.5375546096112915,0.8156525220176141
bench,my_rf,0.5398230088495575,0.8179686606427999
bench,my_rf,0.5417833538702812,0.8197986960997369
bench,my_rf,0.5467122213509578,0.8235731442296694
bench,my_rf,0.551557074045032,0.8277479126158069
bench,my_rf,0.5526492662708636,0.8288916847763925
bench,my_rf,0.5554217542287443,0.8315223607457395
bench,my_rf,0.5590623949815168,0.8346391398833353
bench,my_rf,0.5603786266382883,0.8358972892599794
bench,my_rf,0.562983085022964,0.8372412215486675
bench,my_rf,0.5663996863447966,0.8397575203019558
bench,my_rf,0.5712445390388708,0.8435319684318884
bench,my_rf,0.5720566819760278,0.8445041747683861
bench,my_rf,0.5727288002688473,0.8451618437607229
bench,my_rf,0.577545648034054,0.8489076975866408
bench,my_rf,0.5809902542847541,0.8521960425483244
bench,my_rf,0.5828105746611404,0.8535971634450418
bench,my_rf,0.5848549344684665,0.8553414159899349
bench,my_rf,0.5865352302005153,0.8563994052384765
bench,my_rf,0.5869833090623949,0.8570570742308132
bench,my_rf,0.5880194914304918,0.8575145830950475
bench,my_rf,0.5898118068780105,0.8582294406954135
bench,my_rf,0.5913240730368545,0.859058675511838
bench,my_rf,0.5936484821328554,0.8602310419764383
bench,my_rf,0.59426459056794,0.8605455793205994
bench,my_rf,0.5976531869609051,0.8626901521216973
bench,my_rf,0.5995015122661589,0.8637195470662244
bench,my_rf,0.6023020051529069,0.8654637996111174
bench,my_rf,0.6062226951943542,0.8678371268443326
bench,my_rf,0.6096673014450543,0.8701818597735331
bench,my_rf,0.613139912624622,0.8727553471348507
bench,my_rf,0.6158563907247676,0.874957108543978
bench,my_rf,0.6219054553601434,0.8783884250257349
bench,my_rf,0.6238097905231321,0.8793606313622326
bench,my_rf,0.6268063179119525,0.8808189408669793
bench,my_rf,0.6302509241626526,0.8824488161958138
bench,my_rf,0.6349277472835219,0.8850508978611461
bench,my_rf,0.6383723535342221,0.8873956307903466
bench,my_rf,0.6447574773160076,0.8907411643600595
bench,my_rf,0.6497703595832867,0.8933718403294064
bench,my_rf,0.6527108771143721,0.8949445270502115
bench,my_rf,0.6573316903775065,0.8976037973235731
bench,my_rf,0.6594040551137,0.8986331922681002
bench,my_rf,0.6599361487621821,0.8988047580921881
bench,my_rf,0.6636888092304245,0.9015498112775935
bench,my_rf,0.6653971098913408,0.9025220176140912
bench,my_rf,0.6673574549120646,0.9040661100308819
bench,my_rf,0.6701019379410776,0.9054386366235846
bench,my_rf,0.6723423322504761,0.9066967860002287
bench,my_rf,0.6745267167021396,0.9074116436005948
bench,my_rf,0.676879130727008,0.9080693125929314
bench,my_rf,0.6821160524252269,0.9098993480498685
bench,my_rf,0.6841884171614204,0.9109287429943955
bench,my_rf,0.6874369889100481,0.9122154866750544
bench,my_rf,0.696286546432172,0.9159613405009722
bench,my_rf,0.6989470146745828,0.917019329749514
bench,my_rf,0.7020275568500056,0.9186492050783484
bench,my_rf,0.7074325081214293,0.9213656639597392
bench,my_rf,0.712305365744371,0.9242250943612033
bench,my_rf,0.7154419177775289,0.9262552899462427
bench,my_rf,0.7186344796684216,0.9280281367951504
bench,my_rf,0.7208468690489526,0.9293148804758092
bench,my_rf,0.7257197266718942,0.9316882077090244
bench,my_rf,0.7269519435420634,0.932345876701361
bench,my_rf,0.730536574437101,0.933861374814137
bench,my_rf,0.7324689145289571,0.9348049868466202
bench,my_rf,0.7342892349053434,0.935291090014869
bench,my_rf,0.7358855158507898,0.9358915703991765
bench,my_rf,0.7375098017251036,0.9365778336955278
bench,my_rf,0.7397221911056346,0.9374928514239963
bench,my_rf,0.7425506889212501,0.9385794349765527
bench,my_rf,0.7465553937492999,0.9399233672652407
bench,my_rf,0.7477596056906015,0.9403236875214457
bench,my_rf,0.7496919457824577,0.941095733729841
bench,my_rf,0.751400246443374,0.9417534027221778
bench,my_rf,0.7536406407527725,0.9424682603225437
bench,my_rf,0.7597177103170158,0.9447272103397003
bench,my_rf,0.7622381539150891,0.9453562850280224
bench,my_rf,0.766018819312199,0.9467574059247398
bench,my_rf,0.7691273664164893,0.9479869609973693
bench,my_rf,0.7734121205332138,0.9499599679743795
bench,my_rf,0.7799092640304693,0.9523618895116093
bench,my_rf,0.7829337963481573,0.9536486331922681
bench,my_rf,0.78623837795452,0.954535056616722
bench,my_rf,0.791251260221799,0.9561649319455564
bench,my_rf,0.7948919009745715,0.9573372984101567
bench,my_rf,0.7974123445726448,0.9583380990506691
bench,my_rf,0.8027892909152011,0.9602825117236646
bench,my_rf,0.8058418281617564,0.9615406611003088
bench,my_rf,0.8090903999103842,0.9626558389568798
bench,my_rf,0.8120029125126023,0.9636280452933775
bench,my_rf,0.8163716814159292,0.9654866750543292
bench,my_rf,0.8204884059594488,0.9669735788630904
bench,my_rf,0.8240170269967514,0.9681459453276907
bench,my_rf,0.826733505096897,0.9689751801441153
bench,my_rf,0.8298700571300549,0.9696614434404667
bench,my_rf,0.8339307718158396,0.9707194326890084
bench,my_rf,0.8374593928531422,0.9716916390255061
bench,my_rf,0.8387476195810463,0.9719203934576233
bench,my_rf,0.8427803293379634,0.9732071371382821
bench,my_rf,0.8489974235465442,0.9748656067711312
bench,my_rf,0.8522740002240394,0.9755518700674826
bench,my_rf,0.8538982860983533,0.9758664074116437
bench,my_rf,0.855858631119077,0.9762667276678486
bench,my_rf,0.8597793211605242,0.9772389340043464
bench,my_rf,0.861683656323513,0.9778680086926684
bench,my_rf,0.8641480900638513,0.9787830264211369
bench,my_rf,0.8670325977372018,0.9798696099736932
bench,my_rf,0.8694130166909376,0.9804986846620153
bench,my_rf,0.8721574997199507,0.9809561935262495
bench,my_rf,0.8733897165901199,0.9812993251744253
bench,my_rf,0.8740618348829394,0.9814994853025277
bench,my_rf,0.875266046824241,0.9817854283426741
bench,my_rf,0.877534446062507,0.9821285599908498
bench,my_rf,0.8806990030245323,0.9825288802470548
bench,my_rf,0.882547328329786,0.9830149834153037
bench,my_rf,0.8854318360031366,0.9837584353196843
bench,my_rf,0.8887084126806318,0.9844732929200504
bench,my_rf,0.8919289795003921,0.985130961912387
bench,my_rf,0.8951215413912849,0.9859030081207824
bench,my_rf,0.8996583398678167,0.986732242937207
bench,my_rf,0.9024588327545648,0.9872183461054558
bench,my_rf,0.906491542511482,0.9879046094018071
bench,my_rf,0.9078357790971211,0.9881905524419535
bench,my_rf,0.9113363952055562,0.9890483815623927
bench,my_rf,0.9146409768119189,0.9896774562507149
bench,my_rf,0.9172174302677272,0.990621068283198
bench,my_rf,0.9217822336731265,0.9917648404437835
bench,my_rf,0.9239946230536574,0.9925368866521789
bench,my_rf,0.925254844852694,0.9928228296923253
bench,my_rf,0.9271591800156828,0.993480498684662
bench,my_rf,0.9291475299652738,0.9939951961569256
bench,my_rf,0.9306597961241179,0.9947672423653209
bench,my_rf,0.9316119637056122,0.9947958366693355
bench,my_rf,0.9324521115716367,0.994910213885394
bench,my_rf,0.934048392517083,0.9950817797094819
bench,my_rf,0.9357006833202643,0.9951675626215258
bench,my_rf,0.936848885403831,0.995396317053643
bench,my_rf,0.9387252156379523,0.9957394487018186
bench,my_rf,0.940629550800941,0.9959110145259065
bench,my_rf,0.942029797244315,0.9961111746540089
bench,my_rf,0.9430099697546768,0.9961969575660529
bench,my_rf,0.9445782457712557,0.996339929086126
bench,my_rf,0.9458664724991599,0.9965400892142285
bench,my_rf,0.9483029013106307,0.9967688436463457
bench,my_rf,0.9496191329674023,0.9969690037744481
bench,my_rf,0.9506273104066316,0.9972263525105799
bench,my_rf,0.9511594040551137,0.9973407297266385
bench,my_rf,0.9520835667077405,0.9975122955507263
bench,my_rf,0.953623837795452,0.997855427198902
bench,my_rf,0.9561442813935253,0.997855427198902
bench,my_rf,0.9582446510585864,0.9981127759350338
bench,my_rf,0.9598689369329002,0.9982557474551069
bench,my_rf,0.9624733953175759,0.9986560677113119
bench,my_rf,0.9635375826145401,0.9988562278394144
bench,my_rf,0.9654139128486614,0.9988562278394144
bench,my_rf,0.9677943318023973,0.9988562278394144
bench,my_rf,0.9692785930323737,0.9989420107514583
bench,my_rf,0.9705948246891453,0.9989991993594876
bench,my_rf,0.9725271647810014,0.9990563879675168
bench,my_rf,0.9744595048728576,0.9991707651835754
bench,my_rf,0.9751036182368097,0.999285142399634
bench,my_rf,0.9779601209812927,0.9993423310076632
bench,my_rf,0.9809846532989807,0.9994853025277365
bench,my_rf,0.9823008849557522,0.999599679743795
bench,my_rf,0.985381427131175,0.9996568683518243
bench,my_rf,0.9866976587879467,0.9996568683518243
bench,my_rf,0.9877338411560435,0.9997426512638682
bench,my_rf,0.9879858855158508,0.9998284341759122
bench,my_rf,0.9921586199171054,0.9998284341759122
bench,my_rf,0.998599753556626,0.9998284341759122
bench,my_rf,1.0,1.0
bench,my_lasso,8.401478660244204e-05,0.0008864234244538488
bench,my_lasso,8.401478660244204e-05,0.0040603911700789206
bench,my_lasso,8.401478660244204e-05,0.009950817797094818
bench,my_lasso,0.00016802957320488407,0.01118037286972435
bench,my_lasso,0.00016802957320488407,0.013610888710968775
bench,my_lasso,0.00039206900414472947,0.015583895687978955
bench,my_lasso,0.00039206900414472947,0.017242365320828092
bench,my_lasso,0.00042007393301221016,0.017585496969003776
bench,my_lasso,0.00042007393301221016,0.018529109001486903
bench,my_lasso,0.00042007393301221016,0.019587098250028596
bench,my_lasso,0.0005881035062170943,0.02033055015440924
bench,my_lasso,0.0007001232216870169,0.02121697357886309
bench,my_lasso,0.0007001232216870169,0.02216058561134622
bench,my_lasso,0.0008961577237593816,0.02238934004346334
bench,my_lasso,0.0010921922258317464,0.022904037515726866
bench,my_lasso,0.0014562563011089951,0.024104998284341757
bench,my_lasso,0.0017643105186512826,0.02527736474894201
bench,my_lasso,0.0020443598073260896,0.025935033741278736
bench,my_lasso,0.0025484485269407415,0.027879446414274277
bench,my_lasso,0.0029965273888204326,0.028880247054786687
bench,my_lasso,0.0031645569620253164,0.03028136795150406
bench,my_lasso,0.003472611179567604,0.031482328720118954
bench,my_lasso,0.00372465553937493,0.03271188379274848
bench,my_lasso,0.004312759045592024,0.03482786228983187
bench,my_lasso,0.004844852694074157,0.0363433604026078
bench,my_lasso,0.0058530301333034615,0.03943154523618895
bench,my_lasso,0.006189089279713229,0.04134736360516985
bench,my_lasso,0.007561330794219783,0.04595104655152694
bench,my_lasso,0.0077573652962921475,0.04723779023218575
bench,my_lasso,0.008373473731376722,0.049639711769415534
bench,my_lasso,0.00870953287778649,0.05146974722635251
bench,my_lasso,0.009633695530413353,0.05530138396431431
bench,my_lasso,0.010389828609835332,0.05858972892599794
bench,my_lasso,0.01075389268511258,0.059275992222349305
bench,my_lasso,0.011257981404727231,0.061677913759579095
bench,my_lasso,0.011762070124341883,0.06365092073658928
bench,my_lasso,0.012322168701691498,0.06493766441724809
bench,my_lasso,0.013498375714125686,0.06825460368294636
bench,my_lasso,0.014590567939957432,0.07128559990849823
bench,my_lasso,0.015402710877114372,0.07328720118952305
bench,my_lasso,0.01610283409880139,0.07577490563879676
bench,my_lasso,0.016382883387476194,0.07689008349536772
bench,my_lasso,0.01744707068444046,0.08014983415303671
bench,my_lasso,0.019211381203091744,0.08509664874756949
bench,my_lasso,0.02030357342892349,0.08855655953334096
bench,my_lasso,0.02147978044135768,0.09147317854283427
bench,my_lasso,0.022543967738321943,0.09358915703991764
bench,my_lasso,0.02327209588887644,0.0959624842731328
bench,my_lasso,0.024616332474515515,0.10002287544321171
bench,my_lasso,0.025568500056009857,0.10110945899576804
bench,my_lasso,0.027052761285986333,0.10542719890197873
bench,my_lasso,0.028649042231432734,0.1100880704563651
bench,my_lasso,0.029629214741794557,0.11374814137023904
bench,my_lasso,0.03102946118516859,0.11815166418849365
bench,my_lasso,0.03147754004704828,0.1191810591330207
bench,my_lasso,0.03186960905119301,0.12083952876586984
bench,my_lasso,0.032905791419289794,0.12347020473521675
bench,my_lasso,0.03329786042343452,0.12532883449616836
bench,my_lasso,0.03352189985437437,0.12647260665675397
bench,my_lasso,0.034053993502856504,0.12818826489763238
bench,my_lasso,0.0349221462977484,0.13018986617865722
bench,my_lasso,0.03615436316791756,0.13262038201990164
bench,my_lasso,0.03721855046488182,0.1344504174768386
bench,my_lasso,0.03783465889996639,0.13590872698158526
bench,my_lasso,0.038730816623725774,0.1383392428228297
bench,my_lasso,0.04046712221350958,0.14205650234473294
bench,my_lasso,0.0423154475187633,0.14514468717831408
bench,my_lasso,0.04466786154363168,0.1489191353082466
bench,my_lasso,0.04654419177775288,0.15235045179000342
bench,my_lasso,0.04842052201187409,0.15626787144000914
bench,my_lasso,0.05175310854710429,0.1633878531396546
bench,my_lasso,0.05343340427915313,0.1669621411414846
bench,my_lasso,0.05626190209476868,0.17210911586411987
bench,my_lasso,0.05825025204435981,0.17674139311449158
bench,my_lasso,0.059678503416601324,0.18002973807617523
bench,my_lasso,0.061946902654867256,0.18423310076632735
bench,my_lasso,0.06315111459616893,0.18723550268786457
bench,my_lasso,0.06488742018595273,0.1908097906896946
bench,my_lasso,0.06771591800156827,0.19687178314079834
bench,my_lasso,0.069564243306822,0.20150406039117008
bench,my_lasso,0.07152458832754564,0.20539288573716116
bench,my_lasso,0.07278481012658228,0.20882420221891798
bench,my_lasso,0.07452111571636608,0.2132277250371726
bench,my_lasso,0.07757365296292147,0.21928971748827633
bench,my_lasso,0.0802901310630671,0.22523733272332153
bench,my_lasso,0.08185840707964602,0.22823973464485875
bench,my_lasso,0.08415481124677943,0.2339585954477868
bench,my_lasso,0.0854990478324185,0.2363033283769873
bench,my_lasso,0.08930771815839587,0.24516756262152578
bench,my_lasso,0.09182816175646914,0.25040032025620496
bench,my_lasso,0.0934804525596505,0.25403179686606425
bench,my_lasso,0.09597289122885627,0.25960768614891916
bench,my_lasso,0.09793323624957992,0.264783255175569
bench,my_lasso,0.10017363055897838,0.268757863433604
bench,my_lasso,0.10137784250028005,0.2710168134507606
bench,my_lasso,0.10361823680967851,0.27539174196500055
bench,my_lasso,0.10412232552929315,0.2766784856456594
bench,my_lasso,0.10597065083454688,0.27976667047924053
bench,my_lasso,0.10706284306037862,0.2829406382248656
bench,my_lasso,0.10905119300996975,0.28785885851538373
bench,my_lasso,0.11056345916881372,0.29048953448473064
bench,my_lasso,0.11271983869160972,0.2938636623584582
bench,my_lasso,0.11498823792987566,0.29800983644058104
bench,my_lasso,0.11857286882491319,0.30418620610774333
bench,my_lasso,0.1217374257869385,0.30901864348621755
bench,my_lasso,0.12386580038086703,0.3129074688322086
bench,my_lasso,0.12717038198722974,0.31951275305959054
bench,my_lasso,0.13053097345132744,0.3256891227267528
bench,my_lasso,0.13417161420409993,0.33183689808990047
bench,my_lasso,0.1366640528733057,0.33701246711655036
bench,my_lasso,0.13918449647137895,0.3413588013267757
bench,my_lasso,0.14341324073036854,0.3491650463227725
bench,my_lasso,0.1457936596841044,0.3537687292691296
bench,my_lasso,0.1482580934244427,0.35800068626329634
bench,my_lasso,0.15237481796796237,0.36675054329177625
bench,my_lasso,0.15453119749075836,0.37106828319798696
bench,my_lasso,0.15525932564131287,0.37229783827061647
bench,my_lasso,0.1597121093312423,0.3806759693469061
bench,my_lasso,0.16139240506329114,0.3837927484845019
bench,my_lasso,0.16452895709644896,0.38979755232757635
bench,my_lasso,0.16592920353982302,0.3929715200732014
bench,my_lasso,0.16777752884507674,0.3970033169392657
bench,my_lasso,0.16825361263582392,0.3982328720118952
bench,my_lasso,0.16875770135543855,0.3997483701246712
bench,my_lasso,0.17012994286994512,0.4018929429257692
bench,my_lasso,0.17105410552257197,0.4026649891341645
bench,my_lasso,0.17307046040103058,0.40561020244767243
bench,my_lasso,0.1744707068444046,0.4072686720805216
bench,my_lasso,0.176823120869273,0.40975637652979524
bench,my_lasso,0.1794275792539487,0.4128731556673911
bench,my_lasso,0.18208804749635935,0.41613290632506006
bench,my_lasso,0.18385235801501065,0.4185062335582752
